id,start,end,count,time_in_hours
7,2020-03-22 04:35:24.250000,2020-03-22 07:59:06.968750,391128,3.4
8,2020-03-15 10:28:46.250000,2020-03-15 14:18:54.968750,441880,3.84
8,2020-03-17 04:13:35.312500,2020-03-17 12:26:07.968750,945686,8.21
8,2020-03-18 19:01:08.375000,2020-03-18 21:46:57.968750,318388,2.76
8,2020-03-20 06:34:53.312500,2020-03-20 06:56:07.968750,40790,0.35
8,2020-03-20 23:40:08.375000,2020-03-21 06:59:14.968750,843092,7.32
8,2020-03-22 05:02:55.500000,2020-03-22 10:38:24.968750,644144,5.59
8,2020-03-22 22:10:16.000000,2020-03-22 22:28:49.968750,35648,0.31
8,2020-03-23 07:28:04.437500,2020-03-23 09:27:22.968750,229074,1.99
9,2020-03-22 09:28:16.437500,2020-03-22 10:11:41.968750,83378,0.72
9,2020-03-22 10:45:28.125000,2020-03-22 10:47:18.968750,3548,0.03
9,2020-03-23 09:06:11.687500,2020-03-23 10:12:14.968750,126826,1.1
9,2020-03-24 09:57:57.187500,2020-03-24 10:39:59.968750,80730,0.7
9,2020-03-25 19:46:20.250000,2020-03-26 08:01:29.968750,1411512,12.25
9,2020-03-26 22:01:28.125000,2020-03-26 23:11:47.968750,135036,1.17
9,2020-03-27 20:52:28.687500,2020-03-27 21:22:12.968750,57098,0.5
9,2020-03-28 22:20:03.437500,2020-03-28 23:53:09.968750,178770,1.55
10,2020-03-23 05:09:55.187500,2020-03-23 05:35:16.968750,48698,0.42
10,2020-03-24 09:30:48.125000,2020-03-24 10:48:55.968750,150012,1.3
10,2020-03-25 06:21:11.750000,2020-03-25 07:00:26.968750,75368,0.65
10,2020-03-26 04:48:38.062500,2020-03-26 05:08:09.968750,37502,0.33
10,2020-03-27 05:52:33.062500,2020-03-27 06:17:17.968750,47518,0.41
10,2020-03-28 03:10:18.375000,2020-03-28 05:26:02.968750,260628,2.26
10,2020-03-29 03:59:03.375000,2020-03-29 05:46:11.968750,205716,1.79
10,2020-03-30 02:55:52.312500,2020-03-30 06:13:05.968750,378678,3.29
11,2020-04-06 12:03:44.125000,2020-04-06 12:29:54.968750,50268,0.44
11,2020-04-06 19:59:46.375000,2020-04-06 20:53:29.968750,103156,0.9
11,2020-04-06 20:58:49.875000,2020-04-06 22:43:24.968750,200804,1.74
11,2020-04-07 08:34:52.562500,2020-04-07 08:39:15.968750,8430,0.07
11,2020-04-07 18:52:53.687500,2020-04-07 19:55:30.968750,120234,1.04
11,2020-04-08 20:09:02.875000,2020-04-08 21:34:44.968750,164548,1.43
11,2020-04-09 15:30:42.937500,2020-04-11 06:39:22.968750,4509442,39.14
11,2020-04-11 20:38:13.437500,2020-04-11 21:37:46.968750,114354,0.99
11,2020-04-12 21:08:10.812500,2020-04-12 21:53:16.968750,86598,0.75
11,2020-04-13 22:27:48.875000,2020-04-14 02:40:33.968750,485284,4.21
11,2020-04-14 20:19:18.062500,2020-04-14 21:13:45.968750,104574,0.91
11,2020-04-15 23:42:06.625000,2020-04-16 06:15:39.968750,755628,6.56
12,2020-05-03 20:48:45.250000,2020-05-03 21:48:48.968750,115320,1.0
12,2020-05-05 20:06:29.312500,2020-05-05 23:19:35.968750,370774,3.22
12,2020-05-07 15:56:16.312500,2020-05-07 23:48:29.968750,906678,7.87
12,2020-05-08 22:52:51.375000,2020-05-08 23:22:59.968750,57876,0.5
12,2020-05-10 13:41:00.375000,2020-05-10 20:47:26.968750,818772,7.11
13,2020-05-29 09:11:15.812500,2020-05-29 10:53:34.968750,196454,1.71
13,2020-05-30 10:24:32.375000,2020-05-30 10:57:41.968750,63668,0.55
13,2020-05-30 11:12:37.687500,2020-05-30 11:18:33.968750,11402,0.1
13,2020-05-31 10:04:48.437500,2020-05-31 11:16:28.968750,137618,1.19
13,2020-05-31 13:11:14.375000,2020-05-31 14:13:48.968750,120148,1.04
13,2020-05-31 23:01:09.250000,2020-05-31 23:49:20.968750,92536,0.8
13,2020-06-01 10:43:59.625000,2020-06-01 11:48:47.968750,124428,1.08
13,2020-06-02 12:28:01.125000,2020-06-02 13:14:32.968750,89340,0.78
13,2020-06-03 14:19:08.250000,2020-06-03 15:16:32.968750,110232,0.96
13,2020-06-04 09:08:56.625000,2020-06-04 09:45:29.968750,70188,0.61
14,2020-06-07 00:54:01.375000,2020-06-07 11:57:02.968750,1273012,11.05
14,2020-06-07 19:11:49.312500,2020-06-07 22:09:35.968750,341334,2.96
14,2020-06-08 22:55:17.062500,2020-06-08 23:30:54.968750,68414,0.59
14,2020-06-09 21:18:56.500000,2020-06-10 00:17:46.968750,343376,2.98
14,2020-06-11 14:40:47.375000,2020-06-11 22:45:48.968750,931252,8.08
14,2020-06-12 21:24:55.000000,2020-06-12 22:52:46.968750,168704,1.46
14,2020-06-13 10:35:25.625000,2020-06-13 10:35:31.968750,204,0.0
16,2020-07-18 03:07:23.250000,2020-07-18 09:31:30.968750,737528,6.4
16,2020-07-19 15:00:19.000000,2020-07-20 08:39:19.968750,2033312,17.65
16,2020-07-21 14:24:17.000000,2020-07-21 15:36:55.968750,139488,1.21
16,2020-07-22 10:59:00.125000,2020-07-22 11:37:20.968750,73628,0.64
