id,start,end,count,time_in_hours
5,2020-03-02 17:47:20.500,2020-03-02 18:24:57.750,9030,0.63
5,2020-03-03 09:24:14.500,2020-03-03 09:40:09.750,3822,0.27
5,2020-03-03 09:49:14.500,2020-03-03 09:50:12.750,234,0.02
5,2020-03-03 22:08:23.500,2020-03-03 22:38:06.750,7134,0.5
5,2020-03-03 22:51:56.500,2020-03-03 22:52:53.750,230,0.02
5,2020-03-04 00:59:51.000,2020-03-04 01:00:41.750,204,0.01
5,2020-03-04 20:05:42.000,2020-03-04 22:49:46.750,39380,2.73
5,2020-03-05 22:02:51.500,2020-03-05 22:44:36.750,10022,0.7
5,2020-03-06 22:29:22.000,2020-03-06 22:52:55.750,5656,0.39
5,2020-03-07 08:00:45.500,2020-03-07 08:29:14.750,6838,0.47
6,2020-02-29 08:22:28.000,2020-02-29 12:01:37.750,52600,3.65
6,2020-02-29 22:52:17.000,2020-02-29 23:42:12.750,11984,0.83
6,2020-03-02 14:32:32.500,2020-03-03 07:25:35.750,243134,16.88
6,2020-03-04 04:15:30.000,2020-03-04 05:39:16.750,20108,1.4
6,2020-03-04 21:43:57.500,2020-03-04 22:50:41.750,16018,1.11
6,2020-03-05 17:44:16.500,2020-03-08 01:23:23.750,801390,55.65
6,2020-03-08 10:21:12.000,2020-03-09 07:38:07.750,306464,21.28
7,2020-03-14 10:38:58.000,2020-03-14 10:45:39.750,1608,0.11
7,2020-03-15 08:18:05.500,2020-03-15 08:48:45.750,7362,0.51
7,2020-03-15 09:05:31.000,2020-03-15 09:19:00.750,3240,0.22
7,2020-03-15 09:24:32.500,2020-03-15 09:25:32.750,242,0.02
7,2020-03-15 12:28:10.500,2020-03-15 12:53:14.750,6018,0.42
7,2020-03-16 08:45:06.000,2020-03-16 09:11:54.750,6436,0.45
7,2020-03-16 17:29:41.500,2020-03-16 17:30:30.750,198,0.01
7,2020-03-17 11:02:49.000,2020-03-17 11:28:47.750,6236,0.43
7,2020-03-18 10:01:34.500,2020-03-18 10:25:10.750,5666,0.39
7,2020-03-19 09:02:08.000,2020-03-19 09:24:41.750,5416,0.38
7,2020-03-20 03:57:22.500,2020-03-20 09:43:04.750,82970,5.76
7,2020-03-20 18:09:18.500,2020-03-20 18:10:06.750,194,0.01
7,2020-03-21 09:47:07.000,2020-03-21 10:12:03.750,5988,0.42
7,2020-03-22 04:35:23.500,2020-03-22 07:59:06.750,48894,3.4
8,2020-03-15 10:28:45.500,2020-03-15 14:18:54.750,55238,3.84
8,2020-03-17 04:13:35.500,2020-03-17 12:26:07.750,118210,8.21
8,2020-03-18 19:01:08.000,2020-03-18 21:46:57.750,39800,2.76
8,2020-03-20 06:34:53.500,2020-03-20 06:56:07.750,5098,0.35
8,2020-03-20 23:40:08.000,2020-03-21 06:59:14.750,105388,7.32
8,2020-03-22 05:02:55.500,2020-03-22 10:38:24.750,80518,5.59
8,2020-03-22 22:10:16.000,2020-03-22 22:28:49.750,4456,0.31
8,2020-03-23 07:28:03.500,2020-03-23 09:27:22.750,28638,1.99
9,2020-03-22 09:28:15.500,2020-03-22 10:11:41.750,10426,0.72
9,2020-03-22 10:45:28.500,2020-03-22 10:47:18.750,442,0.03
9,2020-03-23 09:06:11.500,2020-03-23 10:12:14.750,15854,1.1
9,2020-03-24 09:57:57.000,2020-03-24 10:39:59.750,10092,0.7
9,2020-03-25 19:46:19.500,2020-03-26 08:01:29.750,176442,12.25
9,2020-03-26 22:01:28.500,2020-03-26 23:11:47.750,16878,1.17
9,2020-03-27 20:52:28.500,2020-03-27 21:22:12.750,7138,0.5
9,2020-03-28 22:20:02.500,2020-03-28 23:53:09.750,22350,1.55
10,2020-03-23 05:09:55.000,2020-03-23 05:35:16.750,6088,0.42
10,2020-03-24 09:30:48.500,2020-03-24 10:48:55.750,18750,1.3
10,2020-03-25 06:21:11.000,2020-03-25 07:00:26.750,9424,0.65
10,2020-03-26 04:48:37.500,2020-03-26 05:08:09.750,4690,0.33
10,2020-03-27 05:52:32.500,2020-03-27 06:17:17.750,5942,0.41
10,2020-03-28 03:10:18.000,2020-03-28 05:26:02.750,32580,2.26
10,2020-03-29 03:59:03.000,2020-03-29 05:46:11.750,25716,1.79
10,2020-03-30 02:55:52.500,2020-03-30 06:13:05.750,47334,3.29
11,2020-04-06 12:03:44.500,2020-04-06 12:29:54.750,6282,0.44
11,2020-04-06 19:59:46.000,2020-04-06 20:53:29.750,12896,0.9
11,2020-04-06 20:58:49.500,2020-04-06 22:43:24.750,25102,1.74
11,2020-04-07 08:34:52.000,2020-04-07 08:39:15.750,1056,0.07
11,2020-04-07 18:52:53.500,2020-04-07 19:55:30.750,15030,1.04
11,2020-04-08 20:09:02.500,2020-04-08 21:34:44.750,20570,1.43
11,2020-04-09 15:30:42.000,2020-04-11 06:39:22.750,563684,39.14
11,2020-04-11 20:38:12.500,2020-04-11 21:37:46.750,14298,0.99
11,2020-04-12 21:08:11.000,2020-04-12 21:53:16.750,10824,0.75
11,2020-04-13 22:27:48.500,2020-04-14 02:40:33.750,60662,4.21
11,2020-04-14 20:19:17.500,2020-04-14 21:13:45.750,13074,0.91
11,2020-04-15 23:42:07.000,2020-04-16 06:15:39.750,94452,6.56
12,2020-05-03 20:48:44.500,2020-05-03 21:48:48.750,14418,1.0
12,2020-05-05 20:06:29.500,2020-05-05 23:19:35.750,46346,3.22
12,2020-05-07 15:56:16.500,2020-05-07 23:48:29.750,113334,7.87
12,2020-05-08 22:52:51.000,2020-05-08 23:22:59.750,7236,0.5
12,2020-05-10 13:41:00.000,2020-05-10 20:47:26.750,102348,7.11
13,2020-05-29 09:11:16.000,2020-05-29 10:53:34.750,24556,1.71
13,2020-05-30 10:24:32.000,2020-05-30 10:57:41.750,7960,0.55
13,2020-05-30 11:12:37.500,2020-05-30 11:18:33.750,1426,0.1
13,2020-05-31 10:04:47.500,2020-05-31 11:16:28.750,17206,1.19
13,2020-05-31 13:11:14.000,2020-05-31 14:13:48.750,15020,1.04
13,2020-05-31 23:01:08.500,2020-05-31 23:49:20.750,11570,0.8
13,2020-06-01 10:44:00.000,2020-06-01 11:48:47.750,15552,1.08
13,2020-06-02 12:28:01.500,2020-06-02 13:14:32.750,11166,0.78
13,2020-06-03 14:19:07.500,2020-06-03 15:16:32.750,13782,0.96
13,2020-06-04 09:08:57.000,2020-06-04 09:45:29.750,8772,0.61
14,2020-06-07 00:54:01.000,2020-06-07 11:57:02.750,159128,11.05
14,2020-06-07 19:11:49.500,2020-06-07 22:09:35.750,42666,2.96
14,2020-06-08 22:55:16.500,2020-06-08 23:30:54.750,8554,0.59
14,2020-06-09 21:18:56.500,2020-06-10 00:17:46.750,42922,2.98
14,2020-06-11 14:40:47.000,2020-06-11 22:45:48.750,116408,8.08
14,2020-06-12 21:24:55.000,2020-06-12 22:52:46.750,21088,1.46
14,2020-06-13 10:35:26.000,2020-06-13 10:35:31.750,24,0.0
16,2020-07-18 03:07:22.500,2020-07-18 09:31:30.750,92194,6.4
16,2020-07-19 15:00:19.000,2020-07-20 08:39:19.750,254164,17.65
16,2020-07-21 14:24:17.000,2020-07-21 15:36:55.750,17436,1.21
16,2020-07-22 10:59:00.500,2020-07-22 11:37:20.750,9202,0.64
