id,start,end,count,time_in_hours
5,2020-03-07 08:00:46.406250,2020-03-07 08:29:14.984375,109350,30.38
6,2020-02-29 08:22:28.281250,2020-02-29 12:01:37.984375,841582,233.77
6,2020-02-29 22:52:16.656250,2020-02-29 23:42:12.984375,191766,53.27
6,2020-03-02 14:32:33.312500,2020-03-03 07:25:35.984375,3890092,1080.58
6,2020-03-04 04:15:30.218750,2020-03-04 05:39:16.984375,321714,89.36
6,2020-03-04 21:43:57.968750,2020-03-04 22:50:41.984375,256258,71.18
6,2020-03-05 17:44:16.718750,2020-03-08 01:23:23.984375,12822226,3561.73
6,2020-03-08 10:21:12.328125,2020-03-09 07:38:07.984375,4903403,1362.06
7,2020-03-14 10:38:57.687500,2020-03-14 10:45:39.984375,25748,7.15
7,2020-03-15 08:18:06.218750,2020-03-15 08:48:45.984375,117746,32.71
7,2020-03-15 09:05:31.468750,2020-03-15 09:19:00.984375,51810,14.39
7,2020-03-15 09:24:32.375000,2020-03-15 09:25:32.984375,3880,1.08
7,2020-03-15 12:28:10.546875,2020-03-15 12:53:14.984375,96285,26.75
7,2020-03-16 08:45:06.000000,2020-03-16 09:11:54.984375,102976,28.6
7,2020-03-16 17:29:41.203125,2020-03-16 17:30:30.984375,3187,0.89
7,2020-03-17 11:02:49.453125,2020-03-17 11:28:47.984375,99747,27.71
7,2020-03-18 10:01:35.109375,2020-03-18 10:25:10.984375,90617,25.17
7,2020-03-19 09:02:08.359375,2020-03-19 09:24:41.984375,86633,24.06
7,2020-03-20 03:57:22.375000,2020-03-20 09:43:04.984375,1327528,368.76
7,2020-03-20 18:09:18.406250,2020-03-20 18:10:06.984375,3110,0.86
7,2020-03-21 09:47:07.828125,2020-03-21 10:12:03.984375,95755,26.6
7,2020-03-22 04:35:24.234375,2020-03-22 07:59:06.984375,782257,217.29
8,2020-03-15 10:28:46.187500,2020-03-15 14:18:54.984375,883764,245.49
8,2020-03-17 04:13:35.265625,2020-03-17 12:26:07.984375,1891375,525.38
8,2020-03-18 19:01:08.375000,2020-03-18 21:46:57.984375,636776,176.88
8,2020-03-20 06:34:53.203125,2020-03-20 06:56:07.984375,81587,22.66
8,2020-03-20 23:40:08.296875,2020-03-21 06:59:14.984375,1686189,468.39
8,2020-03-22 05:02:55.343750,2020-03-22 10:38:24.984375,1288298,357.86
8,2020-03-22 22:10:15.906250,2020-03-22 22:28:49.984375,71302,19.81
8,2020-03-23 07:28:04.437500,2020-03-23 09:27:22.984375,458148,127.26
9,2020-03-22 09:28:16.343750,2020-03-22 10:11:41.984375,166762,46.32
9,2020-03-22 10:45:28.062500,2020-03-22 10:47:18.984375,7100,1.97
9,2020-03-23 09:06:11.656250,2020-03-23 10:12:14.984375,253654,70.46
9,2020-03-24 09:57:57.187500,2020-03-24 10:39:59.984375,161460,44.85
9,2020-03-25 19:46:20.359375,2020-03-26 08:01:29.984375,2823017,784.17
9,2020-03-26 22:01:28.218750,2020-03-26 23:11:47.984375,270066,75.02
9,2020-03-27 20:52:28.703125,2020-03-27 21:22:12.984375,114195,31.72
9,2020-03-28 22:20:03.343750,2020-03-28 23:53:09.984375,357546,99.32
10,2020-03-23 05:09:55.015625,2020-03-23 05:35:16.984375,97407,27.06
10,2020-03-24 09:30:48.062500,2020-03-24 10:48:55.984375,300028,83.34
10,2020-03-25 06:21:11.718750,2020-03-25 07:00:26.984375,150738,41.87
10,2020-03-26 04:48:38.187500,2020-03-26 05:08:09.984375,74996,20.83
10,2020-03-27 05:52:33.218750,2020-03-27 06:17:17.984375,95026,26.4
10,2020-03-28 03:10:18.359375,2020-03-28 05:26:02.984375,521257,144.79
10,2020-03-29 03:59:03.343750,2020-03-29 05:46:11.984375,411434,114.29
10,2020-03-30 02:55:52.328125,2020-03-30 06:13:05.984375,757355,210.38
11,2020-04-06 12:03:44.187500,2020-04-06 12:29:54.984375,100532,27.93
11,2020-04-06 19:59:46.421875,2020-04-06 20:53:29.984375,206309,57.31
11,2020-04-06 20:58:50.031250,2020-04-06 22:43:24.984375,401598,111.56
11,2020-04-07 08:34:52.546875,2020-04-07 08:39:15.984375,16861,4.68
11,2020-04-07 18:52:53.687500,2020-04-07 19:55:30.984375,240468,66.8
11,2020-04-08 20:09:02.781250,2020-04-08 21:34:44.984375,329102,91.42
11,2020-04-09 15:30:42.968750,2020-04-11 06:39:22.984375,9018882,2505.24
11,2020-04-11 20:38:13.500000,2020-04-11 21:37:46.984375,228704,63.53
11,2020-04-12 21:08:10.687500,2020-04-12 21:53:16.984375,173204,48.11
11,2020-04-13 22:27:48.796875,2020-04-14 02:40:33.984375,970573,269.6
11,2020-04-14 20:19:18.140625,2020-04-14 21:13:45.984375,209143,58.1
11,2020-04-15 23:42:06.562500,2020-04-16 06:15:39.984375,1511260,419.79
12,2020-05-03 20:48:45.218750,2020-05-03 21:48:48.984375,230642,64.07
12,2020-05-05 20:06:29.312500,2020-05-05 23:19:35.984375,741548,205.99
12,2020-05-07 15:56:16.312500,2020-05-07 23:48:29.984375,1813356,503.71
12,2020-05-08 22:52:51.515625,2020-05-08 23:22:59.984375,115743,32.15
12,2020-05-10 13:41:00.359375,2020-05-10 20:47:26.984375,1637545,454.87
13,2020-05-29 09:11:15.921875,2020-05-29 10:53:34.984375,392901,109.14
13,2020-05-30 10:24:32.375000,2020-05-30 10:57:41.984375,127336,35.37
13,2020-05-30 11:12:37.812500,2020-05-30 11:18:33.984375,22796,6.33
13,2020-05-31 10:04:48.406250,2020-05-31 11:16:28.984375,275238,76.46
13,2020-05-31 13:11:14.312500,2020-05-31 14:13:48.984375,240300,66.75
13,2020-05-31 23:01:09.296875,2020-05-31 23:49:20.984375,185069,51.41
13,2020-06-01 10:43:59.765625,2020-06-01 11:48:47.984375,248847,69.12
13,2020-06-02 12:28:01.156250,2020-06-02 13:14:32.984375,178678,49.63
13,2020-06-03 14:19:08.281250,2020-06-03 15:16:32.984375,220462,61.24
13,2020-06-04 09:08:56.640625,2020-06-04 09:45:29.984375,140375,38.99
14,2020-06-07 00:54:01.218750,2020-06-07 11:57:02.984375,2546034,707.23
14,2020-06-07 19:11:49.156250,2020-06-07 22:09:35.984375,682678,189.63
14,2020-06-08 22:55:17.078125,2020-06-08 23:30:54.984375,136827,38.01
14,2020-06-09 21:18:56.390625,2020-06-10 00:17:46.984375,686759,190.77
14,2020-06-11 14:40:47.281250,2020-06-11 22:45:48.984375,1862510,517.36
14,2020-06-12 21:24:54.921875,2020-06-12 22:52:46.984375,337413,93.73
14,2020-06-13 10:35:25.531250,2020-06-13 10:35:31.984375,414,0.12
16,2020-07-18 03:07:23.265625,2020-07-18 09:31:30.984375,1475055,409.74
16,2020-07-19 15:00:19.171875,2020-07-20 08:39:19.984375,4066613,1129.61
16,2020-07-21 14:24:17.031250,2020-07-21 15:36:55.984375,278974,77.49
16,2020-07-22 10:59:00.187500,2020-07-22 11:37:20.984375,147252,40.9
